Total FP,Elements/Thread,num_fields,phase_limit,Device GFlop/s,Arithmetic Intensity,Global Loads/Block,phase3_shared_loads,Dimensions,Time Steps,Local Memory Size,Useful FP,num_sfu,EventElapsed,Max Work-Group Size,Padding,Shared Size,Num Blocks Z,Num Blocks X,Num Blocks Y,Device,data_size,Register Usage,phase4_global_stores,Actual GFlop/s,Padded Size,Max Blocks,Num Blocks (Shared),Shared Stores/Block,Global Stores/Block,Time Tile Size,Global Memory Size,phase2_global_loads,phase2_shared_loads,compute_per_point,Block Size Z,Block Size X,Block Size Y,Useful Ratio,Elapsed Time,ProfileTimerResolution,Shared Loads/Block,Real Size,num_fp,Problem Size,shared_stores,Max Compute Units,
129024,1,1,2,27.0307,1,2016,5,3,64,49152,129024,0,0.117241,1024,1,2560,32,24,32,Tesla C2050,4,15,1,27.0307,194,8,20,0,288,1,2817720320,7,0,7,6,8,6,1,0.117307,1000,0,192,7,200,1,14,
172032,1,1,2,26.3249,1,2688,5,3,64,49152,172032,0,0.120381,1024,1,3200,24,24,32,Tesla C2050,4,15,1,26.3249,194,8,16,0,384,1,2817720320,7,0,7,8,8,6,1,0.120452,1000,0,192,7,200,1,14,
57344,1,1,2,25.7436,1,896,5,3,64,49152,57344,0,0.139148,1024,1,1600,100,25,25,Tesla C2050,4,15,1,25.7436,202,8,31,0,128,1,2817720320,7,0,7,2,8,8,1,0.139219,1000,0,200,7,200,1,14,
114688,1,1,2,25.8148,1,1792,5,3,64,49152,114688,0,0.138767,1024,1,2400,50,25,25,Tesla C2050,4,15,1,25.8148,202,8,21,0,256,1,2817720320,7,0,7,4,8,8,1,0.138835,1000,0,200,7,200,1,14,
172032,1,1,2,26.9215,1,2688,5,3,64,49152,172032,0,0.117713,1024,1,3200,32,24,24,Tesla C2050,4,15,1,26.9215,194,8,16,0,384,1,2817720320,7,0,7,6,8,8,1,0.117783,1000,0,192,7,200,1,14,
229376,1,1,2,25.7405,1,3584,5,3,64,49152,229376,0,0.139165,1024,1,4000,25,25,25,Tesla C2050,4,15,1,25.7405,202,8,13,0,512,1,2817720320,7,0,7,8,8,8,1,0.139236,1000,0,200,7,200,1,14,
28672,1,1,2,26.9307,1,448,5,3,64,49152,28672,0,0.117676,1024,1,1152,96,12,96,Tesla C2050,4,15,1,26.9307,194,8,43,0,64,1,2817720320,7,0,7,2,16,2,1,0.117743,1000,0,192,7,200,1,14,
57344,1,1,2,34.3963,1,896,5,3,64,49152,57344,0,0.0921164,1024,1,1728,48,12,96,Tesla C2050,4,15,1,34.3963,194,8,29,0,128,1,2817720320,7,0,7,4,16,2,1,0.0921869,1000,0,192,7,200,1,14,
86016,1,1,2,38.0751,1,1344,5,3,64,49152,86016,0,0.0832091,1024,1,2304,32,12,96,Tesla C2050,4,15,1,38.0751,194,8,22,0,192,1,2817720320,7,0,7,6,16,2,1,0.0832801,1000,0,192,7,200,1,14,
114688,1,1,2,32.8338,1,1792,5,3,64,49152,114688,0,0.0965022,1024,1,2880,24,12,96,Tesla C2050,4,15,1,32.8338,194,8,18,0,256,1,2817720320,7,0,7,8,16,2,1,0.0965741,1000,0,192,7,200,1,14,
57344,1,1,2,35.6048,1,896,5,3,64,49152,57344,0,0.08899,1024,1,1728,96,12,48,Tesla C2050,4,15,1,35.6048,194,8,29,0,128,1,2817720320,7,0,7,2,16,4,1,0.0890582,1000,0,192,7,200,1,14,
114688,1,1,2,32.4897,1,1792,5,3,64,49152,114688,0,0.0975272,1024,1,2592,48,12,48,Tesla C2050,4,15,1,32.4897,194,8,19,0,256,1,2817720320,7,0,7,4,16,4,1,0.0975969,1000,0,192,7,200,1,14,
172032,1,1,2,35.005,1,2688,5,3,64,49152,172032,0,0.0905106,1024,1,3456,32,12,48,Tesla C2050,4,15,1,35.005,194,8,15,0,384,1,2817720320,7,0,7,6,16,4,1,0.090584,1000,0,192,7,200,1,14,
229376,1,1,2,35.0991,1,3584,5,3,64,49152,229376,0,0.0902664,1024,1,4320,24,12,48,Tesla C2050,4,15,1,35.0991,194,8,12,0,512,1,2817720320,7,0,7,8,16,4,1,0.0903411,1000,0,192,7,200,1,14,
86016,1,1,2,37.9612,1,1344,5,3,64,49152,86016,0,0.0834655,1024,1,2304,96,12,32,Tesla C2050,4,15,1,37.9612,194,8,22,0,192,1,2817720320,7,0,7,2,16,6,1,0.0835299,1000,0,192,7,200,1,14,
172032,1,1,2,34.2636,1,2688,5,3,64,49152,172032,0,0.0924732,1024,1,3456,48,12,32,Tesla C2050,4,15,1,34.2636,194,8,15,0,384,1,2817720320,7,0,7,4,16,6,1,0.0925441,1000,0,192,7,200,1,14,
258048,1,1,2,34.0568,1,4032,5,3,64,49152,258048,0,0.0930365,1024,1,4608,32,12,32,Tesla C2050,4,15,1,34.0568,194,8,11,0,576,1,2817720320,7,0,7,6,16,6,1,0.093106,1000,0,192,7,200,1,14,
344064,1,1,2,34.7149,1,5376,5,3,64,49152,344064,0,0.0912711,1024,1,5760,24,12,32,Tesla C2050,4,15,1,34.7149,194,8,9,0,768,1,2817720320,7,0,7,8,16,6,1,0.091341,1000,0,192,7,200,1,14,
114688,1,1,2,33.1906,1,1792,5,3,64,49152,114688,0,0.0954645,1024,1,2880,96,12,24,Tesla C2050,4,15,1,33.1906,194,8,18,0,256,1,2817720320,7,0,7,2,16,8,1,0.095536,1000,0,192,7,200,1,14,
229376,1,1,2,35.4164,1,3584,5,3,64,49152,229376,0,0.0894639,1024,1,4320,48,12,24,Tesla C2050,4,15,1,35.4164,194,8,12,0,512,1,2817720320,7,0,7,4,16,8,1,0.0895319,1000,0,192,7,200,1,14,
344064,1,1,2,35.2403,1,5376,5,3,64,49152,344064,0,0.0899078,1024,1,5760,32,12,24,Tesla C2050,4,15,1,35.2403,194,8,9,0,768,1,2817720320,7,0,7,6,16,8,1,0.0899792,1000,0,192,7,200,1,14,
458752,1,1,2,28.7416,1,7168,5,3,64,49152,458752,0,0.110253,1024,1,7200,24,12,24,Tesla C2050,4,15,1,28.7416,194,8,7,0,1024,1,2817720320,7,0,7,8,16,8,1,0.110324,1000,0,192,7,200,1,14,
86016,1,1,2,32.9495,1,1344,5,3,64,49152,86016,0,0.0961651,1024,1,2496,48,8,96,Tesla C2050,4,15,1,32.9495,194,8,20,0,192,1,2817720320,7,0,7,4,24,2,1,0.096235,1000,0,192,7,200,1,14,
129024,1,1,2,32.3033,1,2016,5,3,64,49152,129024,0,0.09809,1024,1,3328,32,8,96,Tesla C2050,4,15,1,32.3033,194,8,15,0,288,1,2817720320,7,0,7,6,24,2,1,0.09816,1000,0,192,7,200,1,14,
172032,1,1,2,33.6381,1,2688,5,3,64,49152,172032,0,0.0941943,1024,1,4160,24,8,96,Tesla C2050,4,15,1,33.6381,194,8,12,0,384,1,2817720320,7,0,7,8,24,2,1,0.094265,1000,0,192,7,200,1,14,
86016,1,1,2,33.2923,1,1344,5,3,64,49152,86016,0,0.0951733,1024,1,2496,96,8,48,Tesla C2050,4,15,1,33.2923,194,8,20,0,192,1,2817720320,7,0,7,2,24,4,1,0.0952439,1000,0,192,7,200,1,14,
172032,1,1,2,33.0243,1,2688,5,3,64,49152,172032,0,0.0959441,1024,1,3744,48,8,48,Tesla C2050,4,15,1,33.0243,194,8,14,0,384,1,2817720320,7,0,7,4,24,4,1,0.0960171,1000,0,192,7,200,1,14,
258048,1,1,2,34.3222,1,4032,5,3,64,49152,258048,0,0.0923149,1024,1,4992,32,8,48,Tesla C2050,4,15,1,34.3222,194,8,10,0,576,1,2817720320,7,0,7,6,24,4,1,0.092386,1000,0,192,7,200,1,14,
344064,1,1,2,35.6368,1,5376,5,3,64,49152,344064,0,0.0889071,1024,1,6240,24,8,48,Tesla C2050,4,15,1,35.6368,194,8,8,0,768,1,2817720320,7,0,7,8,24,4,1,0.0889781,1000,0,192,7,200,1,14,
129024,1,1,2,33.0581,1,2016,5,3,64,49152,129024,0,0.0958553,1024,1,3328,96,8,32,Tesla C2050,4,15,1,33.0581,194,8,15,0,288,1,2817720320,7,0,7,2,24,6,1,0.0959189,1000,0,192,7,200,1,14,
258048,1,1,2,34.9756,1,4032,5,3,64,49152,258048,0,0.090589,1024,1,4992,48,8,32,Tesla C2050,4,15,1,34.9756,194,8,10,0,576,1,2817720320,7,0,7,4,24,6,1,0.0906601,1000,0,192,7,200,1,14,
387072,1,1,2,28.5638,1,6048,5,3,64,49152,387072,0,0.110944,1024,1,6656,32,8,32,Tesla C2050,4,15,1,28.5638,194,8,8,0,864,1,2817720320,7,0,7,6,24,6,1,0.111011,1000,0,192,7,200,1,14,
172032,1,1,2,34.9075,1,2688,5,3,64,49152,172032,0,0.0907661,1024,1,4160,96,8,24,Tesla C2050,4,15,1,34.9075,194,8,12,0,384,1,2817720320,7,0,7,2,24,8,1,0.090837,1000,0,192,7,200,1,14,
344064,1,1,2,36.0603,1,5376,5,3,64,49152,344064,0,0.0878632,1024,1,6240,48,8,24,Tesla C2050,4,15,1,36.0603,194,8,8,0,768,1,2817720320,7,0,7,4,24,8,1,0.0879331,1000,0,192,7,200,1,14,
114688,1,1,2,43.7516,1,1792,5,3,64,49152,114688,0,0.0724123,1024,1,3264,48,6,96,Tesla C2050,4,15,1,43.7516,194,8,16,0,256,1,2817720320,7,0,7,4,32,2,1,0.072475,1000,0,192,7,200,1,14,
172032,1,1,2,39.7738,1,2688,5,3,64,49152,172032,0,0.0796521,1024,1,4352,32,6,96,Tesla C2050,4,15,1,39.7738,194,8,12,0,384,1,2817720320,7,0,7,6,32,2,1,0.0797231,1000,0,192,7,200,1,14,
229376,1,1,2,42.5412,1,3584,5,3,64,49152,229376,0,0.0744697,1024,1,5440,24,6,96,Tesla C2050,4,15,1,42.5412,194,8,10,0,512,1,2817720320,7,0,7,8,32,2,1,0.074537,1000,0,192,7,200,1,14,
229376,1,1,2,40.5962,1,3584,5,3,64,49152,229376,0,0.0780399,1024,1,4896,48,6,48,Tesla C2050,4,15,1,40.5962,194,8,11,0,512,1,2817720320,7,0,7,4,32,4,1,0.0781081,1000,0,192,7,200,1,14,
344064,1,1,2,40.8426,1,5376,5,3,64,49152,344064,0,0.0775738,1024,1,6528,32,6,48,Tesla C2050,4,15,1,40.8426,194,8,8,0,768,1,2817720320,7,0,7,6,32,4,1,0.077637,1000,0,192,7,200,1,14,
458752,1,1,2,33.9344,1,7168,5,3,64,49152,458752,0,0.0933714,1024,1,8160,24,6,48,Tesla C2050,4,15,1,33.9344,194,8,7,0,1024,1,2817720320,7,0,7,8,32,4,1,0.093442,1000,0,192,7,200,1,14,
172032,1,1,2,43.0454,1,2688,5,3,64,49152,172032,0,0.0735935,1024,1,4352,96,6,32,Tesla C2050,4,15,1,43.0454,194,8,12,0,384,1,2817720320,7,0,7,2,32,6,1,0.0736639,1000,0,192,7,200,1,14,
344064,1,1,2,40.5734,1,5376,5,3,64,49152,344064,0,0.0780807,1024,1,6528,48,6,32,Tesla C2050,4,15,1,40.5734,194,8,8,0,768,1,2817720320,7,0,7,4,32,6,1,0.0781519,1000,0,192,7,200,1,14,
229376,1,1,2,42.2139,1,3584,5,3,64,49152,229376,0,0.0750428,1024,1,5440,96,6,24,Tesla C2050,4,15,1,42.2139,194,8,10,0,512,1,2817720320,7,0,7,2,32,8,1,0.075115,1000,0,192,7,200,1,14,
458752,1,1,2,33.8912,1,7168,5,3,64,49152,458752,0,0.093494,1024,1,8160,48,6,24,Tesla C2050,4,15,1,33.8912,194,8,7,0,1024,1,2817720320,7,0,7,4,32,8,1,0.0935609,1000,0,192,7,200,1,14,
57344,1,1,2,55.8117,1,896,5,3,64,49152,10752,0,0.332249,1024,2,1440,99,33,99,Tesla C2050,4,17,1,10.4647,202,8,35,128,128,2,2817720320,7,0,7,4,8,4,0.1875,0.332313,1000,896,198,14,200,1,14,
86016,1,1,2,53.3692,1,1344,5,3,64,49152,21504,0,0.237588,1024,2,1920,48,32,96,Tesla C2050,4,17,1,13.3423,196,8,26,192,192,2,2817720320,7,0,7,6,8,4,0.25,0.237657,1000,1344,192,14,200,1,14,
114688,1,1,2,51.3068,1,1792,5,3,64,49152,32256,0,0.240926,1024,2,2400,33,33,99,Tesla C2050,4,17,1,14.43,202,8,21,256,256,2,2817720320,7,0,7,8,8,4,0.28125,0.240994,1000,1792,198,14,200,1,14,
86016,1,1,2,51.43,1,1344,5,3,64,49152,21504,0,0.246551,1024,2,1920,96,32,48,Tesla C2050,4,17,1,12.8575,196,8,26,192,192,2,2817720320,7,0,7,4,8,6,0.25,0.246618,1000,1344,192,14,200,1,14,
129024,1,1,2,49.1467,1,2016,5,3,64,49152,43008,0,0.193488,1024,2,2560,48,32,48,Tesla C2050,4,17,1,16.3822,196,8,20,288,288,2,2817720320,7,0,7,6,8,6,0.333333,0.193557,1000,2016,192,14,200,1,14,
172032,1,1,2,48.6374,1,2688,5,3,64,49152,64512,0,0.173783,1024,2,3200,32,32,48,Tesla C2050,4,17,1,18.239,196,8,16,384,384,2,2817720320,7,0,7,8,8,6,0.375,0.173852,1000,2688,192,14,200,1,14,
114688,1,1,2,50.8523,1,1792,5,3,64,49152,32256,0,0.243085,1024,2,2400,99,33,33,Tesla C2050,4,17,1,14.3022,202,8,21,256,256,2,2817720320,7,0,7,4,8,8,0.28125,0.243148,1000,1792,198,14,200,1,14,
172032,1,1,2,48.6408,1,2688,5,3,64,49152,64512,0,0.17377,1024,2,3200,48,32,32,Tesla C2050,4,17,1,18.2403,196,8,16,384,384,2,2817720320,7,0,7,6,8,8,0.375,0.17384,1000,2688,192,14,200,1,14,
229376,1,1,2,48.8563,1,3584,5,3,64,49152,96768,0,0.168653,1024,2,4000,33,33,33,Tesla C2050,4,17,1,20.6113,202,8,13,512,512,2,2817720320,7,0,7,8,8,8,0.421875,0.168721,1000,3584,198,14,200,1,14,
114688,1,1,2,61.646,1,1792,5,3,64,49152,25088,0,0.250078,1024,2,2592,98,14,98,Tesla C2050,4,17,1,13.4851,200,8,19,256,256,2,2817720320,7,0,7,4,16,4,0.21875,0.250146,1000,1792,196,14,200,1,14,
172032,1,1,2,64.0943,1,2688,5,3,64,49152,50176,0,0.180373,1024,2,3456,49,14,98,Tesla C2050,4,17,1,18.6942,200,8,15,384,384,2,2817720320,7,0,7,6,16,4,0.291667,0.180443,1000,2688,196,14,200,1,14,
229376,1,1,2,64.3063,1,3584,5,3,64,49152,75264,0,0.100604,1024,2,4320,28,12,84,Tesla C2050,4,17,1,21.1005,172,8,12,512,512,2,2817720320,7,0,7,8,16,4,0.328125,0.100673,1000,3584,168,14,200,1,14,
172032,1,1,2,60.6402,1,2688,5,3,64,49152,50176,0,0.190652,1024,2,3456,98,14,49,Tesla C2050,4,17,1,17.6867,200,8,15,384,384,2,2817720320,7,0,7,4,16,6,0.291667,0.190721,1000,2688,196,14,200,1,14,
258048,1,1,2,60.8451,1,4032,5,3,64,49152,100352,0,0.142489,1024,2,4608,49,14,49,Tesla C2050,4,17,1,23.662,200,8,11,576,576,2,2817720320,7,0,7,6,16,6,0.388889,0.142559,1000,4032,196,14,200,1,14,
344064,1,1,2,62.4349,1,5376,5,3,64,49152,150528,0,0.0776999,1024,2,5760,28,12,42,Tesla C2050,4,17,1,27.3153,172,8,9,768,768,2,2817720320,7,0,7,8,16,6,0.4375,0.0777678,1000,5376,168,14,200,1,14,
229376,1,1,2,63.3332,1,3584,5,3,64,49152,75264,0,0.102149,1024,2,4320,84,12,28,Tesla C2050,4,17,1,20.7812,172,8,12,512,512,2,2817720320,7,0,7,4,16,8,0.328125,0.10222,1000,3584,168,14,200,1,14,
344064,1,1,2,62.1074,1,5376,5,3,64,49152,150528,0,0.0781077,1024,2,5760,42,12,28,Tesla C2050,4,17,1,27.172,172,8,9,768,768,2,2817720320,7,0,7,6,16,8,0.4375,0.0781779,1000,5376,168,14,200,1,14,
458752,1,1,2,52.246,1,7168,5,3,64,49152,225792,0,0.0825381,1024,2,7200,28,12,28,Tesla C2050,4,17,1,25.7148,172,8,7,1024,1024,2,2817720320,7,0,7,8,16,8,0.492188,0.082608,1000,7168,168,14,200,1,14,
172032,1,1,2,61.3278,1,2688,5,3,64,49152,39424,0,0.247369,1024,2,3744,99,9,99,Tesla C2050,4,17,1,14.0543,202,8,14,384,384,2,2817720320,7,0,7,4,24,4,0.229167,0.247437,1000,2688,198,14,200,1,14,
258048,1,1,2,62.8339,1,4032,5,3,64,49152,78848,0,0.127141,1024,2,4992,44,8,88,Tesla C2050,4,17,1,19.1993,180,8,10,576,576,2,2817720320,7,0,7,6,24,4,0.305556,0.127213,1000,4032,176,14,200,1,14,
344064,1,1,2,65.6473,1,5376,5,3,64,49152,118272,0,0.154035,1024,2,6240,33,9,99,Tesla C2050,4,17,1,22.5663,202,8,8,768,768,2,2817720320,7,0,7,8,24,4,0.34375,0.154104,1000,5376,198,14,200,1,14,
258048,1,1,2,64.4578,1,4032,5,3,64,49152,78848,0,0.12394,1024,2,4992,88,8,44,Tesla C2050,4,17,1,19.6954,180,8,10,576,576,2,2817720320,7,0,7,4,24,6,0.305556,0.124008,1000,4032,176,14,200,1,14,
387072,1,1,2,55.0795,1,6048,5,3,64,49152,157696,0,0.108773,1024,2,6656,44,8,44,Tesla C2050,4,17,1,22.4398,180,8,8,864,864,2,2817720320,7,0,7,6,24,6,0.407407,0.108842,1000,6048,176,14,200,1,14,
344064,1,1,2,63.599,1,5376,5,3,64,49152,118272,0,0.159001,1024,2,6240,99,9,33,Tesla C2050,4,17,1,21.8622,202,8,8,768,768,2,2817720320,7,0,7,4,24,8,0.34375,0.159067,1000,5376,198,14,200,1,14,
229376,1,1,2,76.3545,1,3584,5,3,64,49152,53760,0,0.145932,1024,2,4896,90,6,90,Tesla C2050,4,17,1,17.8956,184,8,11,512,512,2,2817720320,7,0,7,4,32,4,0.234375,0.145999,1000,3584,180,14,200,1,14,
344064,1,1,2,74.4231,1,5376,5,3,64,49152,107520,0,0.112269,1024,2,6528,45,6,90,Tesla C2050,4,17,1,23.2572,184,8,8,768,768,2,2817720320,7,0,7,6,32,4,0.3125,0.112341,1000,5376,180,14,200,1,14,
458752,1,1,2,63.5244,1,7168,5,3,64,49152,161280,0,0.116918,1024,2,8160,30,6,90,Tesla C2050,4,17,1,22.3328,184,8,7,1024,1024,2,2817720320,7,0,7,8,32,4,0.351562,0.116991,1000,7168,180,14,200,1,14,
344064,1,1,2,73.0854,1,5376,5,3,64,49152,107520,0,0.114328,1024,2,6528,90,6,45,Tesla C2050,4,17,1,22.8392,184,8,8,768,768,2,2817720320,7,0,7,4,32,6,0.3125,0.114397,1000,5376,180,14,200,1,14,
458752,1,1,2,64.6017,1,7168,5,3,64,49152,161280,0,0.114976,1024,2,8160,90,6,30,Tesla C2050,4,17,1,22.7115,184,8,7,1024,1024,2,2817720320,7,0,7,4,32,8,0.351562,0.11504,1000,7168,180,14,200,1,14,
129024,1,1,2,73.1543,1,2016,5,3,64,49152,7168,0,0.881808,1024,3,2560,100,50,100,Tesla C2050,4,17,1,4.06413,206,8,20,576,288,3,2817720320,7,0,7,6,8,6,0.0555556,0.881862,1000,4032,200,14,200,1,14,
172032,1,1,2,72.9373,1,2688,5,3,64,49152,14336,0,0.589599,1024,3,3200,50,50,100,Tesla C2050,4,17,1,6.07811,206,8,16,768,384,3,2817720320,7,0,7,8,8,6,0.0833333,0.589657,1000,5376,200,14,200,1,14,
172032,1,1,2,71.8169,1,2688,5,3,64,49152,14336,0,0.598798,1024,3,3200,100,50,50,Tesla C2050,4,17,1,5.98474,206,8,16,768,384,3,2817720320,7,0,7,6,8,8,0.0833333,0.598856,1000,5376,200,14,200,1,14,
229376,1,1,2,75.5815,1,3584,5,3,64,49152,28672,0,0.37929,1024,3,4000,50,50,50,Tesla C2050,4,17,1,9.44769,206,8,13,1024,512,3,2817720320,7,0,7,8,8,8,0.125,0.379352,1000,7168,200,14,200,1,14,
258048,1,1,2,90.9994,1,4032,5,3,64,49152,21504,0,0.418084,1024,3,4608,96,16,96,Tesla C2050,4,17,1,7.58328,198,8,11,1152,576,3,2817720320,7,0,7,6,16,6,0.0833333,0.418143,1000,8064,192,14,200,1,14,
344064,1,1,2,91.0114,1,5376,5,3,64,49152,43008,0,0.27866,1024,3,5760,48,16,96,Tesla C2050,4,17,1,11.3764,198,8,9,1536,768,3,2817720320,7,0,7,8,16,6,0.125,0.278725,1000,10752,192,14,200,1,14,
344064,1,1,2,91.2222,1,5376,5,3,64,49152,43008,0,0.278013,1024,3,5760,96,16,48,Tesla C2050,4,17,1,11.4028,198,8,9,1536,768,3,2817720320,7,0,7,6,16,8,0.125,0.278081,1000,10752,192,14,200,1,14,
458752,1,1,2,73.1315,1,7168,5,3,64,49152,86016,0,0.231185,1024,3,7200,48,16,48,Tesla C2050,4,17,1,13.7122,198,8,7,2048,1024,3,2817720320,7,0,7,8,16,8,0.1875,0.231247,1000,14336,192,14,200,1,14,
387072,1,1,2,78.8996,1,6048,5,3,64,49152,35840,0,0.490527,1024,3,6656,100,10,100,Tesla C2050,4,17,1,7.30552,206,8,8,1728,864,3,2817720320,7,0,7,6,24,6,0.0925926,0.490588,1000,12096,200,14,200,1,14,
229376,1,1,2,119.764,1,3584,5,3,64,49152,3584,0,1.9152,1024,4,4000,100,100,100,Tesla C2050,4,17,1,1.87131,208,8,13,1536,512,4,2817720320,7,0,7,8,8,8,0.015625,1.91523,1000,10752,200,14,200,1,14,
458752,1,1,2,102.866,1,7168,5,3,64,49152,17920,0,0.891877,1024,4,7200,100,20,100,Tesla C2050,4,17,1,4.01822,208,8,7,3072,1024,4,2817720320,7,0,7,8,16,8,0.0390625,0.891937,1000,21504,200,14,200,1,14,
28672,2,1,2,21.5499,1,448,5,3,64,49152,28672,0,0.166245,1024,1,960,100,25,50,Tesla C2050,4,20,1,21.5499,202,8,52,0,64,1,2817720320,7,0,7,2,8,2,1,0.166312,1000,0,200,14,200,1,14,
57344,2,1,2,27.0603,1,896,5,3,64,49152,57344,0,0.132375,1024,1,1440,50,25,50,Tesla C2050,4,20,1,27.0603,202,8,35,0,128,1,2817720320,7,0,7,4,8,2,1,0.132445,1000,0,200,14,200,1,14,
86016,2,1,2,25.1449,1,1344,5,3,64,49152,86016,0,0.126035,1024,1,1920,32,24,48,Tesla C2050,4,20,1,25.1449,194,8,26,0,192,1,2817720320,7,0,7,6,8,2,1,0.126105,1000,0,192,14,200,1,14,
114688,2,1,2,22.2261,1,1792,5,3,64,49152,114688,0,0.161191,1024,1,2400,25,25,50,Tesla C2050,4,20,1,22.2261,202,8,21,0,256,1,2817720320,7,0,7,8,8,2,1,0.161252,1000,0,200,14,200,1,14,
57344,2,1,2,25.4242,1,896,5,3,64,49152,57344,0,0.140897,1024,1,1600,100,25,25,Tesla C2050,4,20,1,25.4242,202,8,31,0,128,1,2817720320,7,0,7,2,8,4,1,0.140968,1000,0,200,14,200,1,14,
114688,2,1,2,22.0584,1,1792,5,3,64,49152,114688,0,0.162408,1024,1,2400,50,25,25,Tesla C2050,4,20,1,22.0584,202,8,21,0,256,1,2817720320,7,0,7,4,8,4,1,0.162478,1000,0,200,14,200,1,14,
172032,2,1,2,19.5463,1,2688,5,3,64,49152,172032,0,0.162155,1024,1,3200,32,24,24,Tesla C2050,4,20,1,19.5463,194,8,16,0,384,1,2817720320,7,0,7,6,8,4,1,0.162225,1000,0,192,14,200,1,14,
229376,2,1,2,19.2197,1,3584,5,3,64,49152,229376,0,0.186405,1024,1,4000,25,25,25,Tesla C2050,4,20,1,19.2197,202,8,13,0,512,1,2817720320,7,0,7,8,8,4,1,0.186475,1000,0,200,14,200,1,14,
86016,2,1,2,22.8488,1,1344,5,3,64,49152,86016,0,0.138707,1024,1,2240,96,24,16,Tesla C2050,4,20,1,22.8488,194,8,22,0,192,1,2817720320,7,0,7,2,8,6,1,0.138777,1000,0,192,14,200,1,14,
172032,2,1,2,18.9806,1,2688,5,3,64,49152,172032,0,0.166994,1024,1,3360,48,24,16,Tesla C2050,4,20,1,18.9806,194,8,15,0,384,1,2817720320,7,0,7,4,8,6,1,0.16706,1000,0,192,14,200,1,14,
258048,2,1,2,18.7367,1,4032,5,3,64,49152,258048,0,0.169163,1024,1,4480,32,24,16,Tesla C2050,4,20,1,18.7367,194,8,11,0,576,1,2817720320,7,0,7,6,8,6,1,0.169234,1000,0,192,14,200,1,14,
344064,2,1,2,17.5953,1,5376,5,3,64,49152,344064,0,0.180145,1024,1,5600,24,24,16,Tesla C2050,4,20,1,17.5953,194,8,9,0,768,1,2817720320,7,0,7,8,8,6,1,0.180213,1000,0,192,14,200,1,14,
