fb_subp1_read_sectors,Elements/Thread,num_fields,Total FP/Block,Actual GFlop/s,Device GFlop/s,l1_global_load_hit,Global Loads/Block,phase3_shared_loads,Dimensions,phase2_global_loads,phase2_shared_loads,EventElapsed,Time Steps,Shared Size,Num Blocks Z,Num Blocks X,Num Blocks Y,Real Per Block X,Real Per Block Y,l1_global_load_miss,data_size,Register Usage,phase4_global_stores,phase_limit,Padded Size,Useful FP/Block,Shared Stores/Block,Global Stores/Block,Time Tile Size,fb_subp0_read_sectors,compute_per_point,Block Size Z,Block Size X,Block Size Y,Useful Ratio,Elapsed Time,ProfileTimerResolution,Shared Loads/Block,shared_stores,
22739194.727273,3,3,76032,51.6501,67.9104,654574.454545,18432,5,2,7,4,0.490614,64,31200,1,48,428,124,14,598986.590909,4,22,3,0,6006,57288,13824,6912,3,22747945.772727,11,1,128,6,0.753472,0.490686,1000,36864,3,
23075262.454545,3,3,101376,53.7116,66.0009,562542.863636,24576,5,2,7,4,0.471789,64,40560,1,48,300,124,20,604207.545455,4,22,3,0,6006,81840,18432,9216,3,23079936.772727,11,1,128,8,0.807292,0.471853,1000,49152,3,
25210776.625000,3,3,16896,66.5169,163.188,826939.812500,3072,5,2,7,4,0.380936,64,5712,1,230,1000,26,6,1544587.437500,4,22,3,0,6008,6864,3456,1152,4,25209114.500000,11,1,32,4,0.40625,0.381016,1000,9216,3,
23238692.875000,3,3,25344,82.6604,152.095,551941.562500,4608,5,2,7,4,0.306528,64,8160,1,230,500,26,12,1215130.125000,4,22,3,0,6008,13728,5184,1728,4,23242813.625000,11,1,32,6,0.541667,0.306604,1000,13824,3,
22611693.125000,3,3,33792,86.9568,142.08,495899.750000,6144,5,2,7,4,0.291381,64,10608,1,230,333,26,18,1072984.812500,4,22,3,0,6008,20592,6912,2304,4,22617471.437500,11,1,32,8,0.609375,0.291455,1000,18432,3,
22302968.562500,3,3,42240,88.8951,136.306,460749.562500,7680,5,2,7,4,0.285034,64,13056,1,230,250,26,24,1010788.000000,4,22,3,0,6008,27456,8640,2880,4,22307658.250000,11,1,32,10,0.65,0.2851,1000,23040,3,
22116192.812500,3,3,50688,91.3284,134.435,397795.750000,9216,5,2,7,4,0.277432,64,15504,1,230,200,26,30,1014337.562500,4,22,3,0,6008,34320,10368,3456,4,22120468.000000,11,1,32,12,0.677083,0.277504,1000,27648,3,
25133769.250000,3,3,33792,66.7888,146.757,1027842.875000,6144,5,2,7,4,0.379393,64,11088,1,103,1000,58,6,1081859.875000,4,22,3,0,6008,15312,6912,2304,4,25130143.750000,11,1,64,4,0.453125,0.379465,1000,18432,3,
22962396.187500,3,3,50688,85.2687,140.523,728173.937500,9216,5,2,7,4,0.297156,64,15840,1,103,500,58,12,852974.125000,4,22,3,0,6008,30624,10368,3456,4,22960425.750000,11,1,64,6,0.604167,0.297225,1000,27648,3,
22481098.812500,3,3,67584,87.5549,128.13,664871.562500,12288,5,2,7,4,0.289343,64,20592,1,103,333,58,18,738795.312500,4,22,3,0,6008,45936,13824,4608,4,22479601.750000,11,1,64,8,0.679688,0.289464,1000,36864,3,
22310173.562500,3,3,84480,58.0531,79.7262,578948.562500,15360,5,2,7,4,0.436494,64,25344,1,103,250,58,24,736866.187500,4,22,3,0,6008,61248,17280,5760,4,22312166.750000,11,1,64,10,0.725,0.436566,1000,46080,3,
22413746.000000,3,3,101376,60.3084,79.5106,524830.375000,18432,5,2,7,4,0.420164,64,30096,1,103,200,58,30,736449.625000,4,22,3,0,6008,76560,20736,6912,4,22412108.250000,11,1,64,12,0.755208,0.42024,1000,55296,3,
24536695.500000,3,3,50688,61.6155,130.132,1165623.687500,9216,5,2,7,4,0.411253,64,16464,1,66,1000,90,6,860244.312500,4,22,3,0,6008,23760,10368,3456,4,24552374.750000,11,1,96,4,0.46875,0.411325,1000,27648,3,
22902729.562500,3,3,76032,82.341,130.428,809878.250000,13824,5,2,7,4,0.307728,64,23520,1,66,500,90,12,710851.500000,4,22,3,0,6008,47520,15552,5184,4,22914854.750000,11,1,96,6,0.625,0.307793,1000,41472,3,
22655460.250000,3,3,101376,58.4107,82.3245,647250.687500,18432,5,2,7,4,0.432961,64,30576,1,66,333,90,18,701497.875000,4,22,3,0,6002,71280,20736,6912,4,22659286.187500,11,1,96,8,0.703125,0.433026,1000,55296,3,
22933053.812500,3,3,126720,61.1707,80.7453,566181.875000,23040,5,2,7,4,0.414244,64,37632,1,66,250,90,24,691989.187500,4,22,3,0,6008,95040,25920,8640,4,22977905.750000,11,1,96,10,0.75,0.414316,1000,69120,3,
24755209.500000,3,3,67584,64.4951,134.838,1161963.437500,12288,5,2,7,4,0.39289,64,21840,1,49,1000,122,6,843838.812500,4,22,3,0,6008,32208,13824,4608,4,24760387.312500,11,1,128,4,0.476562,0.39296,1000,36864,3,
23197577.250000,3,3,101376,55.3858,86.845,781522.562500,18432,5,2,7,4,0.45752,64,31200,1,49,500,122,12,722129.750000,4,22,3,0,6008,64416,20736,6912,4,23203668.187500,11,1,128,6,0.635417,0.45759,1000,55296,3,
23230544.125000,3,3,135168,59.3723,82.669,630348.812500,24576,5,2,7,4,0.426795,64,40560,1,49,333,122,18,704317.750000,4,22,3,0,6008,96624,27648,9216,4,23217607.937500,11,1,128,8,0.714844,0.426866,1000,73728,3,
30811155.384615,3,3,21120,45.4582,181.833,1413946.846154,3072,5,2,7,4,0.557455,64,5712,1,250,1500,24,4,2439912.153846,4,22,3,0,6010,5280,4608,1152,5,30821161.153846,11,1,32,4,0.25,0.557523,1000,12288,3,
26630088.076923,3,3,31680,71.839,172.414,749955.461538,4608,5,2,7,4,0.352716,64,8160,1,250,600,24,10,1553859.076923,4,22,3,0,6010,13200,6912,1728,5,26635446.153846,11,1,32,6,0.416667,0.352789,1000,18432,3,
25363165.000000,3,3,42240,80.1807,160.361,623515.461538,6144,5,2,7,4,0.316016,64,10608,1,250,375,24,16,1297007.769231,4,22,3,0,6010,21120,9216,2304,5,25368419.846154,11,1,32,8,0.5,0.316086,1000,24576,3,
24676296.461538,3,3,52800,84.8074,153.784,577235.384615,7680,5,2,7,4,0.298767,64,13056,1,250,272,24,22,1165969.230769,4,22,3,0,6010,29040,11520,2880,5,24682112.923077,11,1,32,10,0.55,0.298842,1000,30720,3,
24360969.769231,3,3,63360,88.6337,151.741,489751.923077,9216,5,2,7,4,0.285868,64,15504,1,250,214,24,28,1154261.769231,4,22,3,0,6010,36960,13824,3456,5,24368181.461538,11,1,32,12,0.583333,0.285941,1000,36864,3,
29728197.538462,3,3,42240,48.4951,166.047,1656515.538462,6144,5,2,7,4,0.522536,64,11088,1,107,1500,56,4,1629926.230769,4,22,3,0,6010,12320,9216,2304,5,29741083.384615,11,1,64,4,0.291667,0.522609,1000,24576,3,
25390277.000000,3,3,63360,76.6787,157.529,954410.153846,9216,5,2,7,4,0.330446,64,15840,1,107,600,56,10,1017048.230769,4,22,3,0,6010,30800,13824,3456,5,25399024.692308,11,1,64,6,0.486111,0.330522,1000,36864,3,
24292777.461538,3,3,84480,83.9375,143.701,782602.692308,12288,5,2,7,4,0.301867,64,20592,1,107,375,56,16,859600.076923,4,22,3,0,6010,49280,18432,4608,5,24298374.000000,11,1,64,8,0.583333,0.301939,1000,49152,3,
23395827.384615,3,3,105600,60.1419,93.3531,657254.000000,15360,5,2,7,4,0.421331,64,25344,1,107,272,56,22,831350.153846,4,22,3,0,6010,67760,23040,5760,5,23404827.384615,11,1,64,10,0.641667,0.421403,1000,61440,3,
23501551.000000,3,3,126720,62.4519,91.766,570324.692308,18432,5,2,7,4,0.404661,64,30096,1,107,214,56,28,829832.692308,4,22,3,0,6002,86240,27648,6912,5,23501842.615385,11,1,64,12,0.680556,0.404735,1000,73728,3,
29176712.230769,3,3,63360,44.9529,146.726,1810592.615385,9216,5,2,7,4,0.563718,64,16464,1,68,1500,88,4,1321405.384615,4,22,3,0,6010,19360,13824,3456,5,29194912.769231,11,1,96,4,0.305556,0.56379,1000,36864,3,
25116209.846154,3,3,95040,74.4474,145.798,1005891.307692,13824,5,2,7,4,0.340356,64,23520,1,68,600,88,10,873525.538462,4,22,3,0,6010,48400,20736,5184,5,25109274.538462,11,1,96,6,0.509259,0.340428,1000,55296,3,
23895933.769231,3,3,126720,59.2634,96.7179,757010.538462,18432,5,2,7,4,0.427581,64,30576,1,68,375,88,16,807985.153846,4,22,3,0,6010,77440,27648,6912,5,23902156.846154,11,1,96,8,0.611111,0.42765,1000,73728,3,
23796062.846154,3,3,158400,64.8228,96.4306,674001.153846,23040,5,2,7,4,0.388819,64,37632,1,68,272,88,22,732799.769231,4,22,3,0,5994,106480,34560,8640,5,23812191.692308,11,1,96,10,0.672222,0.388891,1000,92160,3,
28936928.307692,3,3,84480,46.9256,150.162,1787403.615385,12288,5,2,7,4,0.540019,64,21840,1,50,1500,120,4,1283101.692308,4,22,3,0,6010,26400,18432,4608,5,28982874.538462,11,1,128,4,0.3125,0.540089,1000,49152,3,
24708403.461538,3,3,126720,53.85,103.392,968120.538462,18432,5,2,7,4,0.47057,64,31200,1,50,600,120,10,873960.000000,4,22,3,0,6010,66000,27648,6912,5,24719797.923077,11,1,128,6,0.520833,0.470641,1000,73728,3,
24256466.769231,3,3,168960,60.4911,96.7857,732562.692308,24576,5,2,7,4,0.418906,64,40560,1,50,375,120,16,801931.076923,4,22,3,0,6010,105600,36864,9216,5,24263944.076923,11,1,128,8,0.625,0.418971,1000,98304,3,
37900953.363636,3,3,25344,22.1742,193.004,2954122.636364,3072,5,2,7,4,1.1429,64,5712,1,272,3000,22,2,5403581.000000,4,22,3,0,6012,2904,5760,1152,6,37930758.727273,11,1,32,4,0.114583,1.14295,1000,15360,3,
27994291.545455,3,3,38016,56.1139,183.156,1000088.636364,4608,5,2,7,4,0.451582,64,8160,1,272,750,22,8,2134113.909091,4,22,3,0,6012,11616,8640,1728,6,28008281.818182,11,1,32,6,0.305556,0.451653,1000,23040,3,
25779371.727273,3,3,50688,68.7707,170.795,773488.181818,6144,5,2,7,4,0.368458,64,10608,1,272,428,22,14,1610969.545455,4,22,3,0,6012,20328,11520,2304,6,25788590.545455,11,1,32,8,0.401042,0.368529,1000,30720,3,
24885097.272727,3,3,63360,75.0634,163.338,688552.272727,7680,5,2,7,4,0.337563,64,13056,1,272,300,22,20,1399533.090909,4,22,3,0,6012,29040,14400,2880,6,24891258.363636,11,1,32,10,0.458333,0.337635,1000,38400,3,
24245232.454545,3,3,76032,81.1392,162.434,590802.181818,9216,5,2,7,4,0.31228,64,15504,1,272,230,22,26,1330059.272727,4,22,3,0,6012,37752,17280,3456,6,24254955.545455,11,1,32,12,0.496528,0.312352,1000,46080,3,
37046711.454545,3,3,50688,24.8181,176.307,3263864.181818,6144,5,2,7,4,1.02114,64,11088,1,111,3000,54,2,3555992.272727,4,22,3,0,6012,7128,11520,2304,6,37066027.818182,11,1,64,4,0.140625,1.02119,1000,30720,3,
26960753.454545,3,3,76032,62.7581,167.188,1209123.090909,9216,5,2,7,4,0.403772,64,15840,1,111,750,54,8,1348070.818182,4,22,3,0,6012,28512,17280,3456,6,26969351.000000,11,1,64,6,0.375,0.403836,1000,46080,3,
24828829.636364,3,3,101376,75.2755,152.584,917515.181818,12288,5,2,7,4,0.336607,64,20592,1,111,428,54,14,1026333.363636,4,22,3,0,6012,49896,23040,4608,6,24831963.545455,11,1,64,8,0.492188,0.336683,1000,61440,3,
23802450.636364,3,3,126720,64.7092,114.924,760836.363636,15360,5,2,7,4,0.391595,64,25344,1,111,300,54,20,942483.363636,4,22,3,0,6012,71280,28800,5760,6,23812753.000000,11,1,64,10,0.5625,0.39166,1000,76800,3,
23142517.272727,3,3,152064,64.2266,104.941,655003.727273,18432,5,2,7,4,0.394533,64,30096,1,111,230,54,26,910599.181818,4,22,3,0,6012,92664,34560,6912,6,23146493.181818,11,1,64,12,0.609375,0.394603,1000,92160,3,
36315815.545455,3,3,76032,23.6602,156.725,3541745.454545,9216,5,2,7,4,1.07111,64,16464,1,69,3000,86,2,2812230.272727,4,22,3,0,6012,11352,17280,3456,6,36347759.727273,11,1,96,4,0.149306,1.07117,1000,46080,3,
26254289.545455,3,3,114048,61.6866,153.23,1251328.272727,13824,5,2,7,4,0.410782,64,23520,1,69,750,86,8,1132239.727273,4,22,3,0,6012,45408,25920,5184,6,26270155.090909,11,1,96,6,0.398148,0.410851,1000,69120,3,
24091957.909091,3,3,152064,59.436,112.337,869818.909091,18432,5,2,7,4,0.426339,64,30576,1,69,428,86,14,942087.090909,4,22,3,0,6012,79464,34560,6912,6,24105938.000000,11,1,96,8,0.522569,0.426408,1000,92160,3,
23665995.181818,3,3,190080,63.7773,105.615,712704.000000,23040,5,2,7,4,0.397312,64,37632,1,69,300,86,20,874842.636364,4,22,3,0,6012,113520,43200,8640,6,23680727.000000,11,1,96,10,0.597222,0.397383,1000,115200,3,
36047471.454545,3,3,101376,24.924,159.513,3511083.727273,12288,5,2,7,4,1.0168,64,21840,1,50,3000,118,2,2630753.818182,4,22,3,0,6012,15576,23040,4608,6,36071920.000000,11,1,128,4,0.153646,1.01685,1000,61440,3,
26092831.363636,3,3,152064,50.6572,121.577,1203687.181818,18432,5,2,7,4,0.500232,64,31200,1,50,750,118,8,1099986.454545,4,22,3,0,6012,62304,34560,6912,6,26094571.090909,11,1,128,6,0.409722,0.500304,1000,92160,3,
24369102.272727,3,3,202752,60.4001,110.299,825155.454545,24576,5,2,7,4,0.419531,64,40560,1,50,428,118,14,924705.363636,4,22,3,0,6012,109032,46080,9216,6,24377825.909091,11,1,128,8,0.53776,0.419602,1000,122880,3,
32496802.600000,3,3,44352,39.0269,187.329,1543312.400000,4608,5,2,7,4,0.649328,64,8160,1,300,1000,20,6,3063751.400000,4,22,3,0,6014,9240,10368,1728,7,32515378.800000,11,1,32,6,0.208333,0.649398,1000,27648,3,
28585329.200000,3,3,59136,55.2116,176.677,1038187.800000,6144,5,2,7,4,0.458963,64,10608,1,300,500,20,12,2035603.000000,4,22,3,0,6014,18480,13824,2304,7,28600874.100000,11,1,32,8,0.3125,0.459034,1000,36864,3,
27119487.800000,3,3,73920,63.3347,168.724,874764.400000,7680,5,2,7,4,0.400047,64,13056,1,300,333,20,18,1683660.300000,4,22,3,0,6014,27720,17280,2880,7,27127606.400000,11,1,32,10,0.375,0.40016,1000,46080,3,
26371884.200000,3,3,88704,69.7287,167.349,747738.100000,9216,5,2,7,4,0.363394,64,15504,1,300,250,20,24,1552406.600000,4,22,3,0,6014,36960,20736,3456,7,26382295.100000,11,1,32,12,0.416667,0.363466,1000,55296,3,
30678143.500000,3,3,88704,46.9733,172.862,1695880.600000,9216,5,2,7,4,0.539471,64,15840,1,115,1000,52,6,1834089.000000,4,22,3,0,6014,24024,20736,3456,7,30690993.100000,11,1,64,6,0.270833,0.53954,1000,55296,3,
26754348.300000,3,3,118272,64.1527,157.388,1114730.100000,12288,5,2,7,4,0.394984,64,20592,1,115,500,52,12,1238285.900000,4,22,3,0,6014,48048,27648,4608,7,26765440.900000,11,1,64,8,0.40625,0.395057,1000,73728,3,
25511912.300000,3,3,147840,61.1929,124.98,896854.600000,15360,5,2,7,4,0.414089,64,25344,1,115,333,52,18,1062416.600000,4,22,3,0,6014,72072,34560,5760,7,25523352.700000,11,1,64,10,0.4875,0.414166,1000,92160,3,
24605315.500000,3,3,177408,65.7085,120.904,765030.600000,18432,5,2,7,4,0.385633,64,30096,1,115,250,52,24,997913.700000,4,22,3,0,6014,96096,41472,6912,7,24629918.400000,11,1,64,12,0.541667,0.385704,1000,110592,3,
29967104.100000,3,3,133056,46.8046,159.51,1712991.800000,13824,5,2,7,4,0.541421,64,23520,1,71,1000,84,6,1557344.600000,4,22,3,0,6014,38808,31104,5184,7,29994085.300000,11,1,96,6,0.291667,0.541485,1000,82944,3,
26400901.700000,3,3,177408,56.0884,127.433,1074367.400000,18432,5,2,7,4,0.451786,64,30576,1,71,500,84,12,1105023.700000,4,22,3,0,6014,77616,41472,6912,7,26426814.800000,11,1,96,8,0.4375,0.451858,1000,110592,3,
24802663.200000,3,3,221760,60.7637,114.931,836260.100000,23040,5,2,7,4,0.417021,64,37632,1,71,333,84,18,977661.800000,4,22,3,0,6014,116424,51840,8640,7,24813558.100000,11,1,96,10,0.525,0.417091,1000,138240,3,
29509108.100000,3,3,177408,40.3654,131.753,1649319.400000,18432,5,2,7,4,0.627795,64,31200,1,51,1000,116,6,1482167.100000,4,22,3,0,6014,53592,41472,6912,7,29527792.000000,11,1,128,6,0.302083,0.627865,1000,110592,3,
25950595.300000,3,3,236544,56.7717,123.535,1000588.300000,24576,5,2,7,4,0.446345,64,40560,1,51,500,116,12,1083485.000000,4,22,3,0,6014,107184,55296,9216,7,25939384.500000,11,1,128,8,0.453125,0.44642,1000,147456,3,
37170438.250000,3,3,50688,25.1883,201.305,2766166.625000,4608,5,2,7,4,1.00611,64,8160,1,333,1500,18,4,4906639.375000,4,22,3,0,6016,6336,12096,1728,8,37206480.625000,11,1,32,6,0.125,1.00618,1000,32256,3,
29655462.625000,3,3,67584,45.0901,192.192,1559697.625000,6144,5,2,7,4,0.56201,64,10608,1,333,600,18,10,2529837.125000,4,22,3,0,6016,15840,16128,2304,8,29675093.500000,11,1,32,8,0.234375,0.562075,1000,43008,3,
27427542.750000,3,3,84480,55.1377,183.609,1159962.750000,7680,5,2,7,4,0.459582,64,13056,1,333,375,18,16,2037509.375000,4,22,3,0,6016,25344,20160,2880,8,27443775.750000,11,1,32,10,0.3,0.459649,1000,53760,3,
26248290.750000,3,3,101376,62.989,182.569,946907.250000,9216,5,2,7,4,0.402288,64,15504,1,333,272,18,22,1835244.625000,4,22,3,0,6016,34848,24192,3456,8,26262394.125000,11,1,32,12,0.34375,0.402356,1000,64512,3,
35518942.375000,3,3,101376,32.4353,186.827,2852243.750000,9216,5,2,7,4,0.781313,64,15840,1,120,1500,50,4,2671414.375000,4,22,3,0,6016,17600,24192,3456,8,35544294.625000,11,1,64,6,0.173611,0.781372,1000,64512,3,
27861098.500000,3,3,135168,55.6483,170.951,1441182.500000,12288,5,2,7,4,0.455359,64,20592,1,120,600,50,10,1505407.875000,4,22,3,0,6016,44000,32256,4608,8,27883092.000000,11,1,64,8,0.325521,0.455432,1000,86016,3,
25926181.125000,3,3,168960,57.5045,138.011,1068681.500000,15360,5,2,7,4,0.440661,64,25344,1,120,375,50,16,1233022.250000,4,22,3,0,6016,70400,40320,5760,8,25933817.625000,11,1,64,10,0.416667,0.440731,1000,107520,3,
24817680.250000,3,3,202752,66.464,138.841,889529.750000,18432,5,2,7,4,0.381248,64,30096,1,120,272,50,22,1113911.000000,4,22,3,0,6016,96800,48384,6912,8,24846675.000000,11,1,64,12,0.477431,0.381319,1000,129024,3,
35252404.125000,3,3,152064,32.9836,173.362,2747534.875000,13824,5,2,7,4,0.768314,64,23520,1,73,1500,82,4,2292835.000000,4,22,3,0,6016,28864,36288,5184,8,35283128.125000,11,1,96,6,0.189815,0.768381,1000,96768,3,
28057437.000000,3,3,202752,50.7022,142.128,1352627.250000,18432,5,2,7,4,0.499794,64,30576,1,73,600,82,10,1334860.250000,4,22,3,0,6016,72160,48384,6912,8,28074841.250000,11,1,96,8,0.355903,0.49986,1000,129024,3,
25805488.250000,3,3,253440,63.4776,139.016,994743.125000,23040,5,2,7,4,0.399193,64,37632,1,73,375,82,16,1104285.625000,4,22,3,0,6016,115456,60480,8640,8,25797976.125000,11,1,96,10,0.455556,0.399259,1000,161280,3,
34924972.500000,3,3,202752,29.2444,145.988,2557974.125000,18432,5,2,7,4,0.866568,64,31200,1,52,1500,114,4,2225829.125000,4,22,3,0,6016,40128,48384,6912,8,34945977.250000,11,1,128,6,0.197917,0.866626,1000,129024,3,
27669859.750000,3,3,270336,53.5061,142.455,1255903.750000,24576,5,2,7,4,0.473597,64,40560,1,52,600,114,10,1293812.250000,4,22,3,0,6016,100320,64512,9216,8,27654821.250000,11,1,128,8,0.371094,0.473666,1000,172032,3,
23438779.328125,4,3,5632,21.479,21.4217,243332.453125,4096,5,2,7,4,1.17988,64,7344,1,187,375,32,16,562087.218750,4,23,3,0,6002,5632,0,1536,1,23457982.343750,11,1,32,4,1,1.17994,1000,0,3,
23307645.718750,4,3,8448,21.5544,21.4969,248237.421875,6144,5,2,7,4,1.17576,64,10608,1,187,250,32,24,605559.250000,4,23,3,0,6002,8448,0,2304,1,23314730.546875,11,1,32,6,1,1.17581,1000,0,3,
22959837.890625,4,3,11264,21.615,21.615,222639.656250,8192,5,2,7,4,1.16622,64,13872,1,187,187,32,32,653792.031250,4,26,3,0,5986,11264,0,3072,1,22971941.171875,11,1,32,8,1,1.16627,1000,0,3,
22818135.187500,4,3,14080,21.2026,21.1461,260346.265625,10240,5,2,7,4,1.19527,64,17136,1,187,150,32,40,675650.687500,4,23,3,0,6002,14080,0,3840,1,22807723.484375,11,1,32,10,1,1.19532,1000,0,3,
23611958.500000,4,3,16896,20.4771,20.4224,242637.234375,12288,5,2,7,4,1.23763,64,20400,1,187,125,32,48,692463.421875,4,23,3,0,6002,16896,0,4608,1,23638879.031250,11,1,32,12,1,1.23768,1000,0,3,
22374371.390625,4,3,11264,23.3949,23.2077,392414.265625,8192,5,2,7,4,1.08326,64,14256,1,93,375,64,16,489532.359375,4,23,3,0,6002,11264,0,3072,1,22377413.015625,11,1,64,4,1,1.08331,1000,0,3,
22684611.968750,4,3,16896,22.4494,22.2698,382637.093750,12288,5,2,7,4,1.12889,64,20592,1,93,250,64,24,542622.937500,4,23,3,0,6002,16896,0,4608,1,22681644.031250,11,1,64,6,1,1.12894,1000,0,3,
21967648.328125,4,3,22528,22.0282,21.9104,420181.437500,16384,5,2,7,4,1.14435,64,26928,1,93,187,64,32,518056.562500,4,23,3,0,5986,22528,0,6144,1,21983224.203125,11,1,64,8,1,1.1444,1000,0,3,
22767128.687500,4,3,28160,21.0982,20.9294,375481.734375,20480,5,2,7,4,1.20118,64,33264,1,93,150,64,40,562500.984375,4,23,3,0,6002,28160,0,7680,1,22791333.062500,11,1,64,10,1,1.20124,1000,0,3,
23584263.015625,4,3,33792,20.6216,20.4566,348004.578125,24576,5,2,7,4,1.22895,64,39600,1,93,125,64,48,586642.187500,4,23,3,0,6002,33792,0,9216,1,23594414.828125,11,1,64,12,1,1.229,1000,0,3,
22332022.781250,4,3,16896,23.2952,23.1088,444742.484375,12288,5,2,7,4,1.0879,64,21168,1,62,375,96,16,482991.625000,4,23,3,0,6002,16896,0,4608,1,22324385.562500,11,1,96,4,1,1.08795,1000,0,3,
22053407.171875,4,3,25344,22.2167,22.039,459295.609375,18432,5,2,7,4,1.1407,64,30576,1,62,250,96,24,483011.578125,4,23,3,0,6002,25344,0,6912,1,22058470.484375,11,1,96,6,1,1.14076,1000,0,3,
22941314.781250,4,3,33792,21.5744,21.459,427867.468750,24576,5,2,7,4,1.16842,64,39984,1,62,187,96,32,501465.703125,4,23,3,0,5986,33792,0,9216,1,22955050.234375,11,1,96,8,1,1.16847,1000,0,3,
21403035.921875,4,3,22528,22.9465,22.5182,508801.953125,16384,5,2,7,4,1.10443,64,28080,1,46,375,128,16,430226.125000,4,23,3,0,6002,22528,0,6144,1,21394313.796875,11,1,128,4,1,1.10448,1000,0,3,
22510837.937500,4,3,33792,22.1805,21.7665,444490.218750,24576,5,2,7,4,1.14257,64,40560,1,46,250,128,24,482525.953125,4,23,3,0,6002,33792,0,9216,1,22522802.000000,11,1,128,6,1,1.14262,1000,0,3,
21693921.718750,4,3,11264,46.441,56.5383,389383.875000,4096,5,2,7,4,0.545654,64,7344,1,200,428,30,14,750059.750000,4,25,3,0,6004,9240,1536,1536,2,21698272.312500,11,1,32,4,0.820312,0.545725,1000,4096,3,
21774385.437500,4,3,16896,44.8854,52.091,342087.437500,6144,5,2,7,4,0.564568,64,10608,1,200,272,30,22,742919.937500,4,25,3,0,6004,14520,2304,2304,2,21777526.187500,11,1,32,6,0.859375,0.564638,1000,6144,3,
21956566.812500,4,3,22528,43.4922,49.4845,310834.687500,8192,5,2,7,4,0.582652,64,13872,1,200,200,30,30,737710.562500,4,25,3,0,6004,19800,3072,3072,2,21956472.906250,11,1,32,8,0.878906,0.582725,1000,8192,3,
21573105.062500,4,3,28160,40.7674,45.5145,298163.125000,10240,5,2,7,4,0.621603,64,17136,1,200,157,30,38,749677.062500,4,25,3,0,6004,25080,3840,3840,2,21571146.312500,11,1,32,10,0.890625,0.621673,1000,10240,3,
22209740.875000,4,3,33792,39.2631,43.5559,274750.375000,12288,5,2,7,4,0.645414,64,20400,1,200,130,30,46,757375.906250,4,25,3,0,6004,30360,4608,4608,2,22198392.187500,11,1,32,12,0.898438,0.645491,1000,12288,3,
21556198.187500,4,3,22528,48.3542,56.5128,489489.281250,8192,5,2,7,4,0.524063,64,14256,1,96,428,62,14,587406.125000,4,25,3,0,6004,19096,3072,3072,2,21569474.437500,11,1,64,4,0.847656,0.524132,1000,8192,3,
21790906.062500,4,3,33792,46.2573,51.5358,457306.687500,12288,5,2,7,4,0.547819,64,20592,1,96,272,62,22,591355.312500,4,25,3,0,6004,30008,4608,4608,2,21799202.906250,11,1,64,6,0.888021,0.547892,1000,12288,3,
21561150.937500,4,3,45056,40.7723,44.5342,457454.812500,16384,5,2,7,4,0.621527,64,26928,1,96,200,62,30,584607.281250,4,25,3,0,6004,40920,6144,6144,2,21559738.781250,11,1,64,8,0.908203,0.621599,1000,16384,3,
21861915.656250,4,3,56320,40.4175,43.3189,419470.718750,20480,5,2,7,4,0.626983,64,33264,1,96,157,62,38,602643.156250,4,25,3,0,6004,51832,7680,7680,2,21863296.562500,11,1,64,10,0.920312,0.627055,1000,20480,3,
22594186.718750,4,3,67584,39.6156,42.189,390247.562500,24576,5,2,7,4,0.639691,64,39600,1,96,130,62,46,623825.531250,4,25,3,0,6004,62744,9216,9216,2,22574189.281250,11,1,64,12,0.928385,0.639748,1000,24576,3,
21665707.406250,4,3,33792,47.7591,54.9452,537413.406250,12288,5,2,7,4,0.530587,64,21168,1,63,428,94,14,539495.468750,4,25,3,0,6004,28952,4608,4608,2,21644699.531250,11,1,96,4,0.856771,0.530663,1000,12288,3,
21533801.968750,4,3,50688,43.736,47.9654,515539.437500,18432,5,2,7,4,0.579404,64,30576,1,63,272,94,22,528320.250000,4,25,3,0,6004,45496,6912,6912,2,21534875.281250,11,1,96,6,0.897569,0.579477,1000,18432,3,
22292658.968750,4,3,67584,42.6266,45.8321,463202.062500,24576,5,2,7,4,0.594487,64,39984,1,63,200,94,30,554396.250000,4,25,3,0,6004,62040,9216,9216,2,22290163.062500,11,1,96,8,0.917969,0.594559,1000,24576,3,
21513488.718750,4,3,45056,42.5697,48.8459,594826.718750,16384,5,2,7,4,0.5937,64,28080,1,47,428,126,14,495781.656250,4,25,3,0,5996,38808,6144,6144,2,21515070.625000,11,1,128,4,0.861328,0.593767,1000,16384,3,
22139930.375000,4,3,67584,43.423,47.3702,505428.343750,24576,5,2,7,4,0.583588,64,40560,1,47,272,126,22,530895.562500,4,25,3,0,6004,60984,9216,9216,2,22140118.312500,11,1,128,6,0.902344,0.583654,1000,24576,3,
23618024.090909,4,3,16896,58.2901,88.7046,528229.318182,4096,5,2,7,4,0.43472,64,7344,1,214,500,28,12,893936.227273,4,25,3,0,6006,11088,3072,1536,3,23620364.818182,11,1,32,4,0.65625,0.434791,1000,8192,3,
23320546.636364,4,3,25344,59.3876,81.3372,410231.000000,6144,5,2,7,4,0.426682,64,10608,1,214,300,28,20,815509.772727,4,25,3,0,6006,18480,4608,2304,3,23329982.181818,11,1,32,6,0.729167,0.426756,1000,12288,3,
