Elements/Thread,num_fields,Total FP/Block,Actual GFlop/s,Device GFlop/s,Global Loads/Block,phase3_shared_loads,Dimensions,phase2_global_loads,phase2_shared_loads,num_sfu,EventElapsed,Time Steps,Shared Size,Num Blocks Z,Num Blocks X,Num Blocks Y,Device,Real Per Block X,Real Per Block Y,data_size,Register Usage,phase4_global_stores,phase_limit,Padded Size,Useful FP/Block,Shared Stores/Block,Global Stores/Block,Time Tile Size,compute_per_point,Block Size Z,Block Size X,Block Size Y,Useful Ratio,Elapsed Time,ProfileTimerResolution,Shared Loads/Block,Real Size,num_fp,shared_stores,
1,1,12800,51.3673,141.089,3200,5,2,5,0,0,0.224199,64,3168,1,103,1500,Tesla C2050,58,4,4,14,1,2,6008,4640,1920,640,4,5,1,64,10,0.3625,0.224267,1000,9600,6000,10,1,
1,1,15360,63.9017,140.413,3840,5,2,5,0,0,0.180208,64,3696,1,103,1000,Tesla C2050,58,6,4,14,1,2,6008,6960,2304,768,4,5,1,64,12,0.453125,0.180277,1000,11520,6000,10,1,
1,1,15360,33.5578,141.748,3840,5,2,5,0,0,0.343223,64,3920,1,66,3000,Tesla C2050,90,2,4,14,1,2,6008,3600,2304,768,4,5,1,96,8,0.234375,0.343288,1000,11520,6000,10,1,
1,1,19200,43.1878,114.016,4800,5,2,5,0,0,0.266678,64,4704,1,66,1500,Tesla C2050,90,4,4,14,1,2,6008,7200,2880,960,4,5,1,96,10,0.375,0.266742,1000,14400,6000,10,1,
1,1,20480,28.2466,118.108,5120,5,2,5,0,0,0.40778,64,5200,1,49,3000,Tesla C2050,122,2,4,14,1,2,6008,4880,3072,1024,4,5,1,128,8,0.238281,0.407837,1000,15360,6000,10,1,
1,1,8000,30.7727,205.151,1600,5,2,5,0,0,0.374297,64,1632,1,250,3000,Tesla C2050,24,2,4,14,1,2,6010,1200,1280,320,5,5,1,32,10,0.15,0.374358,1000,6400,6000,10,1,
1,1,9600,50.1989,200.796,1920,5,2,5,0,0,0.22942,64,1904,1,250,1500,Tesla C2050,24,4,4,14,1,2,6010,2400,1536,384,5,5,1,32,12,0.25,0.229487,1000,7680,6000,10,1,
1,1,16000,31.7444,181.155,3200,5,2,5,0,0,0.362834,64,3168,1,107,3000,Tesla C2050,56,2,4,14,1,2,6010,2800,2560,640,5,5,1,64,10,0.175,0.362899,1000,12800,6000,10,1,
1,1,19200,52.5272,179.853,3840,5,2,5,0,0,0.219251,64,3696,1,107,1500,Tesla C2050,56,4,4,14,1,2,6010,5600,3072,768,5,5,1,64,12,0.291667,0.219315,1000,15360,6000,10,1,
1,1,24000,25.9389,141.108,4800,5,2,5,0,0,0.444063,64,4704,1,68,3000,Tesla C2050,88,2,4,14,1,2,6010,4400,3840,960,5,5,1,96,10,0.183333,0.44412,1000,19200,6000,10,1,
1,1,11520,27.5128,239.471,1920,5,2,5,0,0,0.418656,64,1904,1,272,3000,Tesla C2050,22,2,4,14,1,2,6012,1320,1920,384,6,5,1,32,12,0.114583,0.418714,1000,9600,6000,10,1,
1,1,23040,30.7224,218.252,3840,5,2,5,0,0,0.374909,64,3696,1,111,3000,Tesla C2050,54,2,4,14,1,2,6012,3240,3840,768,6,5,1,64,12,0.140625,0.374971,1000,19200,6000,10,1,
2,1,1280,50.4244,50.2899,1280,5,2,5,0,0,0.228392,64,1360,1,187,750,Tesla C2050,32,8,4,18,1,2,6002,1280,0,256,1,5,1,32,4,1,0.228461,1000,0,6000,10,1,
2,1,1920,50.9789,50.8429,1920,5,2,5,0,0,0.225915,64,1904,1,187,500,Tesla C2050,32,12,4,18,1,2,6002,1920,0,384,1,5,1,32,6,1,0.225976,1000,0,6000,10,1,
2,1,2560,48.9717,48.8411,2560,5,2,5,0,0,0.235174,64,2448,1,187,375,Tesla C2050,32,16,4,18,1,2,6002,2560,0,512,1,5,1,32,8,1,0.235238,1000,0,6000,10,1,
2,1,3200,49.3931,49.2614,3200,5,2,5,0,0,0.233168,64,2992,1,187,300,Tesla C2050,32,20,4,18,1,2,6002,3200,0,640,1,5,1,32,10,1,0.233231,1000,0,6000,10,1,
2,1,3840,48.1165,47.9882,3840,5,2,5,0,0,0.239356,64,3536,1,187,250,Tesla C2050,32,24,4,18,1,2,6002,3840,0,768,1,5,1,32,12,1,0.239419,1000,0,6000,10,1,
2,1,2560,50.4427,50.0391,2560,5,2,5,0,0,0.22831,64,2640,1,93,750,Tesla C2050,64,8,4,18,1,2,6002,2560,0,512,1,5,1,64,4,1,0.228378,1000,0,6000,10,1,
2,1,3840,47.6705,47.2891,3840,5,2,5,0,0,0.241597,64,3696,1,93,500,Tesla C2050,64,12,4,18,1,2,6002,3840,0,768,1,5,1,64,6,1,0.241659,1000,0,6000,10,1,
2,1,5120,50.9671,50.5594,5120,5,2,5,0,0,0.22596,64,4752,1,93,375,Tesla C2050,64,16,4,18,1,2,6002,5120,0,1024,1,5,1,64,8,1,0.226028,1000,0,6000,10,1,
2,1,6400,47.0496,46.6732,6400,5,2,5,0,0,0.24478,64,5808,1,93,300,Tesla C2050,64,20,4,18,1,2,6002,6400,0,1280,1,5,1,64,10,1,0.244848,1000,0,6000,10,1,
2,1,7680,47.757,47.3749,7680,5,2,5,0,0,0.241158,64,6864,1,93,250,Tesla C2050,64,24,4,18,1,2,6002,7680,0,1536,1,5,1,64,12,1,0.241221,1000,0,6000,10,1,
2,1,3840,46.9474,46.5718,3840,5,2,5,0,0,0.245317,64,3920,1,62,750,Tesla C2050,96,8,4,18,1,2,6002,3840,0,768,1,5,1,96,4,1,0.245381,1000,0,6000,10,1,
2,1,5760,47.8783,47.4953,5760,5,2,5,0,0,0.240549,64,5488,1,62,500,Tesla C2050,96,12,4,18,1,2,6002,5760,0,1152,1,5,1,96,6,1,0.24061,1000,0,6000,10,1,
2,1,7680,48.6334,48.2444,7680,5,2,5,0,0,0.236811,64,7056,1,62,375,Tesla C2050,96,16,4,18,1,2,6002,7680,0,1536,1,5,1,96,8,1,0.236874,1000,0,6000,10,1,
2,1,9600,38.4816,38.1737,9600,5,2,5,0,0,0.299303,64,8624,1,62,300,Tesla C2050,96,20,4,18,1,2,6002,9600,0,1920,1,5,1,96,10,1,0.299364,1000,0,6000,10,1,
2,1,5120,52.7479,51.7633,5120,5,2,5,0,0,0.218328,64,5200,1,46,750,Tesla C2050,128,8,4,18,1,2,6002,5120,0,1024,1,5,1,128,4,1,0.218397,1000,0,6000,10,1,
2,1,7680,50.0395,49.1055,7680,5,2,5,0,0,0.230153,64,7280,1,46,500,Tesla C2050,128,12,4,18,1,2,6002,7680,0,1536,1,5,1,128,6,1,0.230218,1000,0,6000,10,1,
2,1,10240,40.706,39.9461,10240,5,2,5,0,0,0.282944,64,9360,1,46,375,Tesla C2050,128,16,4,18,1,2,6002,10240,0,2048,1,5,1,128,8,1,0.283005,1000,0,6000,10,1,
2,1,2560,70.3447,100.046,1280,5,2,5,0,0,0.163696,64,1360,1,200,1000,Tesla C2050,30,6,4,19,1,2,6004,1800,256,256,2,5,1,32,4,0.703125,0.163765,1000,1280,6000,20,1,
2,1,3840,73.0866,93.5509,1920,5,2,5,0,0,0.157552,64,1904,1,200,600,Tesla C2050,30,10,4,19,1,2,6004,3000,384,384,2,5,1,32,6,0.78125,0.157621,1000,1920,6000,20,1,
2,1,5120,73.7889,89.8323,2560,5,2,5,0,0,0.156051,64,2448,1,200,428,Tesla C2050,30,14,4,19,1,2,6004,4200,512,512,2,5,1,32,8,0.820312,0.156121,1000,2560,6000,20,1,
2,1,6400,75.0132,88.8156,3200,5,2,5,0,0,0.153503,64,2992,1,200,333,Tesla C2050,30,18,4,19,1,2,6004,5400,640,640,2,5,1,32,10,0.84375,0.153573,1000,3200,6000,20,1,
2,1,7680,75.7387,87.8972,3840,5,2,5,0,0,0.15203,64,3536,1,200,272,Tesla C2050,30,22,4,19,1,2,6004,6600,768,768,2,5,1,32,12,0.859375,0.152102,1000,3840,6000,20,1,
2,1,5120,70.4134,96.1378,2560,5,2,5,0,0,0.163537,64,2640,1,96,1000,Tesla C2050,62,6,4,19,1,2,6004,3720,512,512,2,5,1,64,4,0.726562,0.163605,1000,2560,6000,20,1,
2,1,7680,73.8201,90.7102,3840,5,2,5,0,0,0.155983,64,3696,1,96,600,Tesla C2050,62,10,4,19,1,2,6004,6200,768,768,2,5,1,64,6,0.807292,0.156055,1000,3840,6000,20,1,
2,1,10240,79.2057,92.5697,5120,5,2,5,0,0,0.145372,64,4752,1,96,428,Tesla C2050,62,14,4,19,1,2,6004,8680,1024,1024,2,5,1,64,8,0.847656,0.145444,1000,5120,6000,20,1,
2,1,12800,78.2721,88.9672,6400,5,2,5,0,0,0.147113,64,5808,1,96,333,Tesla C2050,62,18,4,19,1,2,6004,11160,1280,1280,2,5,1,64,10,0.871875,0.147179,1000,6400,6000,20,1,
2,1,15360,80.3604,89.5305,7680,5,2,5,0,0,0.143283,64,6864,1,96,272,Tesla C2050,62,22,4,19,1,2,6004,13640,1536,1536,2,5,1,64,12,0.888021,0.143354,1000,7680,6000,20,1,
2,1,7680,65.5439,88.091,3840,5,2,5,0,0,0.175692,64,3920,1,63,1000,Tesla C2050,94,6,4,19,1,2,6004,5640,768,768,2,5,1,96,4,0.734375,0.17576,1000,3840,6000,20,1,
2,1,11520,75.3261,91.1145,5760,5,2,5,0,0,0.15287,64,5488,1,63,600,Tesla C2050,94,10,4,19,1,2,6004,9400,1152,1152,2,5,1,96,6,0.815972,0.152935,1000,5760,6000,20,1,
2,1,15360,79.8027,91.8101,7680,5,2,5,0,0,0.144291,64,7056,1,63,428,Tesla C2050,94,14,4,19,1,2,6004,13160,1536,1536,2,5,1,96,8,0.856771,0.144356,1000,7680,6000,20,1,
2,1,19200,65.3999,73.1747,9600,5,2,5,0,0,0.176078,64,8624,1,63,333,Tesla C2050,94,18,4,19,1,2,6004,16920,1920,1920,2,5,1,96,10,0.88125,0.176147,1000,9600,6000,20,1,
2,1,10240,71.3582,95.398,5120,5,2,5,0,0,0.161377,64,5200,1,47,1000,Tesla C2050,126,6,4,19,1,2,6004,7560,1024,1024,2,5,1,128,4,0.738281,0.161439,1000,5120,6000,20,1,
2,1,15360,78.378,94.3044,7680,5,2,5,0,0,0.146913,64,7280,1,47,600,Tesla C2050,126,10,4,19,1,2,6004,12600,1536,1536,2,5,1,128,6,0.820312,0.14698,1000,7680,6000,20,1,
2,1,20480,66.5965,76.4151,10240,5,2,5,0,0,0.172453,64,9360,1,47,428,Tesla C2050,126,14,4,19,1,2,5996,17640,2048,2048,2,5,1,128,8,0.861328,0.172521,1000,10240,5992,20,1,
2,1,3840,66.423,151.621,1280,5,2,5,0,0,0.173366,64,1360,1,214,1500,Tesla C2050,28,4,4,18,1,2,6006,1680,512,256,3,5,1,32,4,0.4375,0.173434,1000,2560,6000,20,1,
2,1,5760,82.4189,141.101,1920,5,2,5,0,0,0.139706,64,1904,1,214,750,Tesla C2050,28,8,4,18,1,2,6006,3360,768,384,3,5,1,32,6,0.583333,0.139774,1000,3840,6000,20,1,
2,1,7680,86.7725,132.048,2560,5,2,5,0,0,0.132691,64,2448,1,214,500,Tesla C2050,28,12,4,18,1,2,6006,5040,1024,512,3,5,1,32,8,0.65625,0.132761,1000,5120,6000,20,1,
2,1,9600,90.9257,129.721,3200,5,2,5,0,0,0.126628,64,2992,1,214,375,Tesla C2050,28,16,4,18,1,2,6006,6720,1280,640,3,5,1,32,10,0.7,0.126697,1000,6400,6000,20,1,
2,1,11520,93.8279,128.507,3840,5,2,5,0,0,0.122709,64,3536,1,214,300,Tesla C2050,28,20,4,18,1,2,6006,8400,1536,768,3,5,1,32,12,0.729167,0.122778,1000,7680,6000,20,1,
2,1,7680,67.5157,144.034,2560,5,2,5,0,0,0.170559,64,2640,1,100,1500,Tesla C2050,60,4,4,18,1,2,6006,3600,1024,512,3,5,1,64,4,0.46875,0.170627,1000,5120,6000,20,1,
2,1,11520,84.2716,134.835,3840,5,2,5,0,0,0.136631,64,3696,1,100,750,Tesla C2050,60,8,4,18,1,2,6006,7200,1536,768,3,5,1,64,6,0.625,0.136701,1000,7680,6000,20,1,
2,1,15360,94.492,134.389,5120,5,2,5,0,0,0.121843,64,4752,1,100,500,Tesla C2050,60,12,4,18,1,2,6006,10800,2048,1024,3,5,1,64,8,0.703125,0.121915,1000,10240,6000,20,1,
2,1,19200,98.5171,131.356,6400,5,2,5,0,0,0.116865,64,5808,1,100,375,Tesla C2050,60,16,4,18,1,2,6006,14400,2560,1280,3,5,1,64,10,0.75,0.116934,1000,12800,6000,20,1,
2,1,23040,102.798,131.581,7680,5,2,5,0,0,0.111996,64,6864,1,100,300,Tesla C2050,60,20,4,18,1,2,6006,18000,3072,1536,3,5,1,64,12,0.78125,0.112065,1000,15360,6000,20,1,
2,1,11520,63.4942,132.068,3840,5,2,5,0,0,0.181348,64,3920,1,65,1500,Tesla C2050,92,4,4,18,1,2,6006,5520,1536,768,3,5,1,96,4,0.479167,0.181434,1000,7680,6000,20,1,
2,1,17280,85.992,134.148,5760,5,2,5,0,0,0.1339,64,5488,1,65,750,Tesla C2050,92,8,4,18,1,2,6006,11040,2304,1152,3,5,1,96,6,0.638889,0.133966,1000,11520,6000,20,1,
2,1,23040,96.6288,133.992,7680,5,2,5,0,0,0.119148,64,7056,1,65,500,Tesla C2050,92,12,4,18,1,2,6006,16560,3072,1536,3,5,1,96,8,0.71875,0.119219,1000,15360,6000,20,1,
2,1,28800,82.5729,107.345,9600,5,2,5,0,0,0.139445,64,8624,1,65,375,Tesla C2050,92,16,4,18,1,2,6006,22080,3840,1920,3,5,1,96,10,0.766667,0.139513,1000,19200,6000,20,1,
2,1,15360,68.1399,139.55,5120,5,2,5,0,0,0.168997,64,5200,1,48,1500,Tesla C2050,124,4,4,18,1,2,6006,7440,2048,1024,3,5,1,128,4,0.484375,0.169064,1000,10240,6000,20,1,
2,1,23040,89.1992,137.01,7680,5,2,5,0,0,0.129082,64,7280,1,48,750,Tesla C2050,124,8,4,18,1,2,6006,14880,3072,1536,3,5,1,128,6,0.645833,0.129149,1000,15360,6000,20,1,
2,1,30720,81.188,110.849,10240,5,2,5,0,0,0.14183,64,9360,1,48,500,Tesla C2050,124,12,4,18,1,2,6006,22320,4096,2048,3,5,1,128,8,0.726562,0.141893,1000,20480,6000,20,1,
2,1,5120,46.0156,225.783,1280,5,2,5,0,0,0.250284,64,1360,1,230,3000,Tesla C2050,26,2,4,18,1,2,6008,1040,768,256,4,5,1,32,4,0.203125,0.25035,1000,3840,6000,20,1,
2,1,7680,79.8458,195.888,1920,5,2,5,0,0,0.144211,64,1904,1,230,1000,Tesla C2050,26,6,4,18,1,2,6008,3120,1152,384,4,5,1,32,6,0.40625,0.144278,1000,5760,6000,20,1,
2,1,10240,94.8226,186.105,2560,5,2,5,0,0,0.121419,64,2448,1,230,600,Tesla C2050,26,10,4,18,1,2,6008,5200,1536,512,4,5,1,32,8,0.507812,0.12149,1000,7680,6000,20,1,
2,1,12800,104.138,182.247,3200,5,2,5,0,0,0.110544,64,2992,1,230,428,Tesla C2050,26,14,4,18,1,2,6008,7280,1920,640,4,5,1,32,10,0.56875,0.110622,1000,9600,6000,20,1,
2,1,15360,108.461,177.217,3840,5,2,5,0,0,0.106147,64,3536,1,230,333,Tesla C2050,26,18,4,18,1,2,6008,9360,2304,768,4,5,1,32,12,0.609375,0.106213,1000,11520,6000,20,1,
2,1,10240,48.6998,214.02,2560,5,2,5,0,0,0.236489,64,2640,1,103,3000,Tesla C2050,58,2,4,18,1,2,6008,2320,1536,512,4,5,1,64,4,0.226562,0.236551,1000,7680,6000,20,1,
2,1,15360,86.6803,190.466,3840,5,2,5,0,0,0.13284,64,3696,1,103,1000,Tesla C2050,58,6,4,18,1,2,6008,6960,2304,768,4,5,1,64,6,0.453125,0.132902,1000,11520,6000,20,1,
2,1,20480,108.807,191.267,5120,5,2,5,0,0,0.105804,64,4752,1,103,600,Tesla C2050,58,10,4,18,1,2,6008,11600,3072,1024,4,5,1,64,8,0.566406,0.105876,1000,15360,6000,20,1,
